Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,Demand_Supply_Ratio,Demand_Supply_Difference,Cost_per_Minute,Possible_Surge_Condition
49,30,Suburban,Silver,80,3.74,Night,Economy,85,348.6695624527248,1.6333333333333333,19,4.101994852384998,False
100,64,Rural,Regular,7,4.89,Night,Premium,115,490.50407597042386,1.5625,36,4.265252834525425,False
87,26,Rural,Gold,63,4.2,Morning,Premium,118,485.683239513509,3.3461538461538463,61,4.115959656894145,False
22,5,Rural,Silver,93,4.85,Evening,Economy,99,424.9275101964327,4.4,17,4.2921970726912395,True
21,11,Rural,Silver,23,3.76,Afternoon,Economy,12,40.442890652890384,1.9090909090909092,10,3.370240887740865,False
93,57,Suburban,Regular,34,4.89,Morning,Premium,80,258.424915281181,1.631578947368421,36,3.230311441014762,False
28,15,Rural,Gold,90,4.25,Night,Premium,177,511.9293909938059,1.8666666666666667,13,2.8922564462926887,False
97,7,Urban,Silver,22,3.74,Afternoon,Premium,147,441.74670095471794,13.857142857142858,90,3.0050795983314145,True
48,12,Urban,Silver,51,4.63,Night,Premium,32,175.5180543386476,4.0,36,5.4849391980827376,True
70,37,Urban,Silver,10,3.65,Night,Premium,168,658.5834276725151,1.8918918918918919,33,3.9201394504316376,False
78,12,Rural,Silver,99,4.3,Afternoon,Economy,95,299.2909931126892,6.5,66,3.15043150644936,True
25,7,Rural,Regular,24,3.85,Evening,Premium,144,494.8027992189699,3.5714285714285716,18,3.436130550131735,False
24,9,Urban,Gold,6,4.05,Afternoon,Premium,69,223.51901195083735,2.6666666666666665,15,3.2394059703019904,False
92,37,Rural,Silver,7,4.92,Morning,Premium,103,434.57105082121734,2.4864864864864864,55,4.219136415739974,False
43,33,Rural,Gold,16,4.01,Morning,Premium,159,630.4284012724294,1.303030303030303,10,3.964958498568738,False
96,23,Urban,Gold,8,4.23,Morning,Premium,90,445.1254111184949,4.173913043478261,73,4.94583790131661,True
88,46,Rural,Gold,35,4.89,Afternoon,Premium,72,361.98552095653855,1.9130434782608696,42,5.027576679951924,False
83,43,Suburban,Regular,20,3.59,Morning,Economy,63,267.28219711727195,1.930232558139535,40,4.242574557417015,False
50,29,Urban,Regular,2,4.81,Morning,Economy,143,518.9547629602604,1.7241379310344827,21,3.6290542864353874,False
97,75,Urban,Regular,15,4.94,Afternoon,Economy,163,575.4934491747886,1.2933333333333332,22,3.53063465751404,False
84,24,Suburban,Regular,39,4.08,Afternoon,Economy,86,349.4432162449335,3.5,60,4.0632932121503895,False
68,40,Suburban,Silver,58,4.64,Morning,Premium,68,279.2349662242834,1.7,28,4.106396562121815,False
77,30,Urban,Regular,99,4.7,Evening,Premium,179,689.7483154802385,2.566666666666667,47,3.853342544582338,False
82,67,Urban,Regular,13,4.43,Afternoon,Economy,33,88.76294359232648,1.2238805970149254,15,2.6897861694644387,False
21,8,Suburban,Gold,37,3.71,Evening,Premium,171,621.7963494961118,2.625,13,3.636235961965566,False
75,24,Rural,Regular,44,3.79,Night,Premium,72,307.621949405299,3.125,51,4.272527075073597,False
61,9,Urban,Gold,74,3.98,Evening,Premium,32,172.41053126646165,6.777777777777778,52,5.3878291020769264,True
90,13,Suburban,Regular,24,3.73,Afternoon,Economy,126,444.2453020895959,6.923076923076923,77,3.5257563657904436,True
100,21,Suburban,Regular,20,3.52,Night,Premium,163,556.8967118375435,4.761904761904762,79,3.4165442444021075,True
93,31,Suburban,Gold,13,3.58,Afternoon,Premium,101,355.3245754797394,3.0,62,3.518065103759796,False
92,14,Urban,Silver,57,3.73,Morning,Premium,133,474.99773906008016,6.571428571428571,78,3.571411571880302,True
61,12,Rural,Gold,59,4.72,Afternoon,Premium,178,581.9712306098094,5.083333333333333,49,3.269501295560727,True
53,12,Suburban,Gold,79,3.6,Night,Premium,154,663.4393972369916,4.416666666666667,41,4.308048034006439,True
55,21,Urban,Regular,20,3.56,Night,Premium,134,519.469492374694,2.619047619047619,34,3.876638002796224,False
57,45,Rural,Gold,78,4.43,Afternoon,Premium,112,397.6919501475396,1.2666666666666666,12,3.550820983460175,False
34,8,Suburban,Silver,51,4.09,Afternoon,Premium,130,388.1122298927073,4.25,26,2.985478691482364,True
50,11,Suburban,Silver,19,4.87,Morning,Economy,144,591.1000759572743,4.545454545454546,39,4.104861638592182,True
35,22,Rural,Silver,82,3.79,Afternoon,Economy,174,586.7988633141081,1.5909090909090908,13,3.3724072604259083,False
43,14,Suburban,Regular,1,3.53,Night,Premium,134,648.9097429236178,3.0714285714285716,29,4.842610021818044,False
50,25,Suburban,Silver,19,4.32,Night,Economy,176,746.3391324597457,2.0,25,4.2405632526121915,False
55,19,Urban,Regular,64,4.34,Morning,Premium,129,555.0976877626003,2.8947368421052633,36,4.303082850872871,False
93,67,Urban,Silver,21,4.88,Night,Premium,87,417.91314129159,1.3880597014925373,26,4.80359932519069,False
94,69,Urban,Silver,86,4.12,Morning,Premium,18,97.80093621671637,1.3623188405797102,25,5.433385345373131,False
70,60,Urban,Regular,57,4.05,Afternoon,Premium,43,193.08911199878557,1.1666666666666667,10,4.490444465088037,False
36,25,Suburban,Regular,61,3.64,Night,Economy,132,492.4640116460618,1.44,11,3.73078796701562,False
37,9,Suburban,Silver,73,4.8,Morning,Economy,124,408.81562882076287,4.111111111111111,28,3.296900232425507,True
68,46,Urban,Gold,8,4.21,Afternoon,Economy,116,364.1617948077249,1.4782608695652173,22,3.139325817307973,False
77,15,Suburban,Regular,47,4.47,Morning,Economy,66,228.64349787316,5.133333333333334,62,3.464295422320606,True
27,12,Suburban,Silver,64,4.7,Evening,Economy,149,667.9464280068869,2.25,15,4.482861932932127,False
90,56,Suburban,Silver,61,4.38,Night,Premium,91,410.34270896598935,1.6071428571428572,34,4.509260538087795,False
46,23,Suburban,Regular,19,4.92,Afternoon,Economy,169,710.4192641684332,2.0,23,4.203664285020315,False
96,80,Urban,Regular,47,3.77,Morning,Economy,70,177.20306582722415,1.2,16,2.531472368960345,False
80,6,Rural,Silver,43,4.81,Night,Economy,24,74.32837977574499,13.333333333333334,74,3.097015823989375,True
80,31,Suburban,Silver,91,4.61,Evening,Premium,127,392.30276005302534,2.5806451612903225,49,3.0889981106537427,False
64,25,Suburban,Silver,85,4.46,Afternoon,Premium,37,168.61019430479575,2.56,39,4.557032278507993,False
57,42,Rural,Silver,36,3.59,Afternoon,Premium,167,587.2581373063812,1.3571428571428572,15,3.5165157922537795,False
52,7,Rural,Silver,57,4.82,Night,Economy,180,563.9803272683639,7.428571428571429,45,3.1332240403797993,True
69,56,Urban,Regular,73,4.02,Night,Premium,116,352.3474982568331,1.2321428571428572,13,3.037478433248561,False
67,54,Suburban,Regular,53,3.67,Morning,Economy,110,415.3075369486595,1.2407407407407407,13,3.775523063169632,False
25,7,Rural,Silver,13,4.07,Afternoon,Premium,60,204.215843297379,3.5714285714285716,18,3.4035973882896497,False
80,35,Rural,Regular,29,4.49,Night,Economy,79,319.6520700676685,2.2857142857142856,45,4.046228735033778,False
73,6,Suburban,Silver,5,4.03,Night,Premium,71,362.05333073474793,12.166666666666666,67,5.0993426864049,True
24,6,Urban,Regular,65,4.29,Afternoon,Premium,106,387.4755378090192,4.0,18,3.6554296019718793,True
37,14,Rural,Gold,18,4.36,Evening,Economy,85,348.8532987245396,2.642857142857143,23,4.104156455582819,False
27,6,Rural,Regular,74,4.75,Afternoon,Premium,157,732.2985126943609,4.5,21,4.664321736906757,True
23,11,Urban,Regular,11,4.86,Afternoon,Economy,133,343.6721333865543,2.090909090909091,12,2.5840010029064233,False
42,8,Rural,Gold,12,4.79,Morning,Premium,166,599.7162532373392,5.25,34,3.6127485134779467,True
74,39,Urban,Silver,11,3.65,Morning,Economy,173,484.75453888236336,1.8974358974358974,35,2.8020493577015224,False
68,30,Urban,Regular,28,4.69,Night,Premium,134,581.1514565564086,2.2666666666666666,38,4.3369511683314075,False
59,9,Suburban,Silver,30,4.83,Afternoon,Economy,140,603.3651642705413,6.555555555555555,50,4.309751173361009,True
89,75,Rural,Silver,76,4.39,Evening,Economy,110,369.8546414878244,1.1866666666666668,14,3.3623149226165854,False
81,35,Suburban,Regular,45,4.11,Night,Economy,174,708.8801421484817,2.3142857142857145,46,4.074023805451044,False
33,8,Suburban,Regular,74,4.52,Morning,Premium,56,205.83755050869485,4.125,25,3.6756705447981224,True
75,28,Urban,Gold,49,4.46,Night,Economy,163,684.5607033083106,2.6785714285714284,47,4.1997589160019055,False
87,48,Suburban,Silver,95,4.73,Morning,Economy,162,453.2541298779704,1.8125,39,2.797864999246731,False
56,37,Suburban,Silver,96,3.83,Afternoon,Premium,130,412.5848379812361,1.5135135135135136,19,3.1737295229325855,False
75,32,Urban,Silver,20,3.69,Evening,Premium,96,440.4442377359072,2.34375,43,4.587960809749034,False
99,54,Rural,Silver,96,3.77,Afternoon,Premium,61,241.64071137767897,1.8333333333333333,45,3.9613231373389994,False
33,16,Rural,Regular,81,4.08,Afternoon,Premium,50,201.29253189374313,2.0625,17,4.025850637874862,False
41,28,Rural,Gold,89,4.47,Evening,Premium,45,220.05114029296504,1.4642857142857142,13,4.8900253398436675,False
55,19,Suburban,Silver,74,3.51,Morning,Economy,173,702.9134159653358,2.8947368421052633,36,4.063083329279398,False
93,51,Rural,Silver,12,4.98,Morning,Premium,90,431.42166025583447,1.8235294117647058,42,4.793574002842605,False
54,35,Urban,Silver,11,4.49,Afternoon,Premium,96,466.8626810645626,1.542857142857143,19,4.86315292775586,False
34,20,Urban,Gold,21,4.15,Morning,Premium,158,445.1263611668488,1.7,14,2.8172554504230938,False
86,18,Suburban,Silver,61,4.3,Afternoon,Premium,126,441.6378571357946,4.777777777777778,68,3.505062358220592,True
85,27,Suburban,Gold,8,4.11,Night,Premium,157,669.5210116683382,3.1481481481481484,58,4.264465042473492,False
74,5,Suburban,Regular,80,3.63,Night,Economy,134,354.3852115042604,14.8,69,2.6446657574944803,True
63,53,Rural,Gold,33,4.33,Afternoon,Economy,175,489.7125242986789,1.1886792452830188,10,2.7983572817067364,False
55,13,Suburban,Silver,45,3.71,Morning,Premium,40,222.56858200356248,4.230769230769231,42,5.564214550089062,True
100,66,Suburban,Gold,27,3.53,Evening,Premium,106,412.2556067980849,1.5151515151515151,34,3.889203837717782,False
51,27,Urban,Gold,86,3.82,Evening,Premium,152,472.21573527678265,1.8888888888888888,24,3.1066824689262016,False
37,10,Urban,Silver,33,4.86,Afternoon,Economy,44,179.93988033973832,3.7,27,4.089542734994053,False
99,71,Suburban,Gold,3,4.63,Morning,Premium,100,308.9111533232364,1.3943661971830985,28,3.089111533232364,False
54,24,Rural,Silver,85,3.79,Evening,Economy,102,306.3142432341152,2.25,30,3.0030808160207374,False
30,7,Rural,Gold,57,4.27,Morning,Premium,69,224.46487829301583,4.285714285714286,23,3.2531141781596498,True
84,56,Urban,Silver,71,4.56,Evening,Premium,15,101.07378646994935,1.5,28,6.738252431329957,False
49,14,Suburban,Silver,55,4.43,Morning,Premium,131,633.4966221375331,3.5,35,4.8358520773857485,False
86,10,Urban,Silver,98,4.8,Morning,Economy,18,62.87509273644356,8.6,76,3.493060707580198,True
48,24,Rural,Gold,17,3.98,Afternoon,Economy,29,92.03104706108972,2.0,24,3.173484381416887,False
67,18,Urban,Silver,78,3.81,Morning,Premium,22,106.7358926414302,3.7222222222222223,49,4.8516314837013725,False
100,16,Rural,Gold,96,3.65,Night,Premium,163,560.6703257140985,6.25,84,3.4396952497797453,True
79,7,Rural,Silver,31,4.82,Night,Economy,100,322.9000694955284,11.285714285714286,72,3.2290006949552836,True
99,9,Rural,Silver,33,4.98,Afternoon,Economy,110,292.33936093553586,11.0,90,2.657630553959417,True
34,24,Urban,Silver,3,4.41,Morning,Economy,97,242.75171700488073,1.4166666666666667,10,2.5025950206688736,False
54,21,Urban,Silver,23,4.44,Evening,Premium,136,442.7796305981407,2.5714285714285716,33,3.2557325779275055,False
77,43,Suburban,Regular,73,4.07,Afternoon,Premium,131,505.54671645728143,1.7906976744186047,34,3.8591352401319194,False
80,21,Urban,Regular,85,4.21,Morning,Premium,146,474.9171617926677,3.8095238095238093,59,3.2528572725525184,True
74,54,Urban,Regular,16,4.35,Afternoon,Premium,147,617.434678434942,1.3703703703703705,20,4.200235907720694,False
57,38,Urban,Regular,31,3.97,Morning,Premium,64,294.85536994650215,1.5,19,4.607115155414096,False
97,66,Urban,Silver,90,3.6,Evening,Premium,150,717.467322019467,1.4696969696969697,31,4.78311548012978,False
52,14,Suburban,Gold,97,4.83,Evening,Premium,66,266.9772170141728,3.7142857142857144,38,4.045109348699588,False
51,37,Rural,Regular,34,4.64,Afternoon,Economy,100,383.3711770715268,1.3783783783783783,14,3.833711770715268,False
87,52,Urban,Gold,15,3.57,Night,Economy,66,266.4336179135411,1.6730769230769231,35,4.036872998690017,False
91,42,Suburban,Silver,76,4.96,Morning,Economy,86,336.39439243010713,2.1666666666666665,49,3.9115627026756643,False
85,34,Rural,Regular,66,4.59,Morning,Premium,163,764.8593556145701,2.5,51,4.692388684751964,False
57,21,Rural,Silver,28,4.93,Night,Economy,141,588.6941797749441,2.7142857142857144,36,4.175136026772654,False
28,8,Urban,Regular,67,3.78,Afternoon,Premium,58,305.24266766473113,3.5,20,5.262804614909157,False
58,30,Urban,Regular,32,4.14,Night,Economy,75,256.37380365626416,1.9333333333333333,28,3.418317382083522,False
31,9,Rural,Gold,18,4.42,Morning,Premium,114,461.0193485856391,3.4444444444444446,22,4.044029373558238,False
27,11,Suburban,Gold,88,4.5,Evening,Premium,144,581.7472844259253,2.4545454545454546,16,4.039911697402259,False
90,75,Urban,Gold,88,4.1,Afternoon,Economy,106,472.5465909334413,1.2,15,4.457986706919257,False
54,8,Suburban,Regular,41,3.89,Morning,Economy,168,573.4835718398938,6.75,46,3.413592689523177,True
23,9,Suburban,Silver,50,3.84,Evening,Premium,34,192.38502219616436,2.5555555555555554,14,5.65838300576954,False
94,64,Urban,Regular,62,4.87,Night,Economy,166,744.0359811402852,1.46875,30,4.4821444647005135,False
86,20,Suburban,Silver,51,3.75,Morning,Premium,110,412.25746306035046,4.3,66,3.747795118730459,True
79,55,Suburban,Regular,91,4.39,Morning,Economy,48,189.5605649707772,1.4363636363636363,24,3.9491784368911915,False
73,13,Urban,Regular,93,3.95,Night,Economy,90,357.0434721850994,5.615384615384615,60,3.967149690945549,True
74,23,Urban,Regular,45,4.07,Morning,Premium,99,417.1740953777763,3.217391304347826,51,4.21387975129067,False
26,11,Urban,Gold,10,4.22,Morning,Premium,69,314.84471031916905,2.3636363636363638,15,4.562966816219841,False
99,30,Urban,Regular,74,4.21,Morning,Premium,160,629.9546011362719,3.3,69,3.9372162571016993,False
80,42,Urban,Gold,85,4.22,Night,Economy,131,473.5617540035448,1.9047619047619047,38,3.6149752214011053,False
78,35,Rural,Regular,5,4.35,Evening,Premium,100,317.88095784682014,2.2285714285714286,43,3.1788095784682016,False
63,6,Urban,Gold,29,4.79,Evening,Premium,24,132.49921949173307,10.5,57,5.520800812155545,True
25,8,Rural,Regular,30,4.44,Night,Economy,115,430.78585097815426,3.125,17,3.7459639215491674,False
100,50,Urban,Regular,20,4.14,Evening,Economy,127,350.2265835541767,2.0,50,2.7576896342848563,False
46,8,Urban,Silver,32,4.81,Afternoon,Economy,112,466.42747932165264,5.75,38,4.164531065371898,True
59,29,Urban,Regular,90,4.3,Night,Economy,145,651.7303890276737,2.0344827586206895,30,4.4946923381218875,False
21,11,Rural,Gold,18,4.2,Morning,Premium,49,266.34807324582846,1.9090909090909092,10,5.43567496420058,False
64,7,Rural,Silver,48,4.67,Evening,Economy,64,266.38537677090085,9.142857142857142,57,4.162271512045326,True
52,22,Suburban,Gold,72,3.6,Morning,Premium,101,303.803226426852,2.3636363636363638,30,3.007952736899525,False
100,56,Suburban,Silver,67,4.2,Evening,Economy,169,461.9661913503604,1.7857142857142858,44,2.733527759469588,False
83,72,Rural,Regular,25,4.62,Night,Premium,45,201.0575405594342,1.1527777777777777,11,4.467945345765204,False
89,10,Rural,Silver,36,4.12,Afternoon,Premium,13,94.21444738997974,8.9,79,7.247265183844595,True
100,37,Rural,Silver,47,4.7,Afternoon,Economy,142,546.8574476673242,2.7027027027027026,63,3.851108786389607,False
71,7,Urban,Gold,31,4.83,Morning,Premium,60,292.74683013160404,10.142857142857142,64,4.879113835526734,True
94,26,Suburban,Regular,0,3.94,Afternoon,Premium,40,150.90603765991335,3.6153846153846154,68,3.772650941497834,False
52,23,Urban,Regular,41,4.23,Evening,Economy,134,534.90663340905,2.260869565217391,29,3.991840547828731,False
27,15,Urban,Silver,31,4.95,Afternoon,Economy,103,315.2654030422818,1.8,12,3.0608291557503087,False
88,62,Urban,Regular,62,4.82,Afternoon,Economy,162,601.2360266422271,1.4193548387096775,26,3.711333497791525,False
48,38,Suburban,Silver,64,4.97,Night,Premium,152,701.4695729515377,1.263157894736842,10,4.614931400996959,False
53,35,Suburban,Regular,1,3.67,Morning,Premium,88,392.0078846224547,1.5142857142857142,18,4.454635052527895,False
31,12,Suburban,Gold,34,4.7,Night,Economy,105,331.8375249153692,2.5833333333333335,19,3.1603573801463734,False
56,34,Suburban,Silver,1,4.56,Afternoon,Economy,121,307.5259290756184,1.6470588235294117,22,2.5415366039307306,False
48,35,Rural,Gold,47,4.26,Morning,Economy,26,68.27174499943663,1.3714285714285714,13,2.625836346132178,False
93,66,Suburban,Silver,22,3.91,Night,Economy,180,765.4397485645513,1.4090909090909092,27,4.252443047580841,False
49,18,Rural,Silver,62,4.92,Afternoon,Economy,62,168.36628924698925,2.7222222222222223,31,2.7155853104353107,False
72,33,Rural,Gold,63,4.25,Evening,Economy,132,351.77361896852636,2.1818181818181817,39,2.6649516588524724,False
62,11,Suburban,Gold,37,4.23,Morning,Premium,71,363.3457529659053,5.636363636363637,51,5.1175458164212015,True
39,15,Suburban,Regular,53,4.6,Evening,Premium,38,201.7146762833217,2.6,24,5.308280954824255,False
67,56,Urban,Gold,49,4.22,Afternoon,Premium,23,121.43999901863724,1.1964285714285714,11,5.279999957332054,False
88,15,Urban,Regular,39,4.51,Afternoon,Economy,137,598.7750233051204,5.866666666666666,73,4.370620608066572,True
29,16,Urban,Silver,75,4.11,Morning,Premium,80,371.1242881043308,1.8125,13,4.639053601304135,False
100,24,Urban,Silver,88,4.49,Night,Economy,56,173.66696747925593,4.166666666666667,76,3.1011958478438557,True
98,43,Suburban,Gold,62,4.98,Morning,Economy,130,538.5185280064754,2.2790697674418605,55,4.142450215434426,False
35,10,Rural,Gold,40,3.54,Night,Economy,75,281.9625670059949,3.5,25,3.7595008934132657,False
58,14,Rural,Gold,10,3.77,Morning,Economy,95,258.01445968829404,4.142857142857143,44,2.715941680929411,True
22,7,Urban,Gold,53,4.43,Morning,Premium,98,476.20199615360343,3.142857142857143,15,4.859204042383708,False
84,37,Suburban,Regular,94,3.83,Night,Economy,28,124.64550323605349,2.27027027027027,47,4.451625115573338,False
91,14,Suburban,Silver,19,4.78,Night,Premium,19,111.11271494112724,6.5,77,5.848037628480381,True
56,29,Urban,Gold,67,4.49,Afternoon,Economy,125,421.8171879075184,1.9310344827586208,27,3.3745375032601475,False
97,21,Rural,Regular,36,3.72,Evening,Premium,23,134.0510144913575,4.619047619047619,76,5.828304977885109,True
57,47,Urban,Gold,26,3.8,Morning,Economy,30,132.4032477391118,1.2127659574468086,10,4.413441591303727,False
94,27,Suburban,Silver,100,3.6,Night,Premium,172,547.9814624298182,3.4814814814814814,67,3.1859387350570825,False
84,6,Suburban,Gold,24,3.74,Morning,Economy,68,281.96824577029594,14.0,78,4.146591849563175,True
40,11,Rural,Silver,1,4.24,Night,Premium,35,182.46632143825187,3.6363636363636362,29,5.213323469664339,False
65,36,Suburban,Silver,20,4.39,Night,Premium,87,313.7742265682814,1.8055555555555556,29,3.606600305382545,False
35,22,Urban,Silver,28,4.88,Afternoon,Premium,116,422.8866610257602,1.5909090909090908,13,3.6455746640151743,False
40,30,Urban,Regular,67,4.03,Evening,Premium,143,529.6967147126813,1.3333333333333333,10,3.704172830158611,False
61,45,Urban,Silver,6,4.99,Evening,Economy,10,25.993449448411635,1.3555555555555556,16,2.5993449448411634,False
50,14,Urban,Gold,98,3.52,Night,Premium,109,351.5699575243088,3.5714285714285716,36,3.225412454351457,False
98,25,Suburban,Silver,30,4.76,Afternoon,Economy,60,154.68715967826247,3.92,73,2.578119327971041,True
54,37,Suburban,Regular,41,4.69,Afternoon,Premium,16,106.59208227583191,1.4594594594594594,17,6.662005142239495,False
37,13,Rural,Regular,31,4.66,Afternoon,Economy,35,132.1665679180113,2.8461538461538463,24,3.776187654800323,False
78,41,Urban,Silver,12,4.99,Afternoon,Economy,22,76.224961221763,1.9024390243902438,37,3.4647709646255906,False
84,21,Rural,Gold,88,3.5,Afternoon,Economy,146,598.9400399823005,4.0,63,4.102329040974661,True
44,32,Suburban,Silver,51,4.2,Afternoon,Premium,168,563.1508995670627,1.375,12,3.3520886878991822,False
25,11,Urban,Silver,92,3.91,Night,Economy,115,310.1546162756803,2.272727272727273,14,2.6969966632667854,False
38,13,Urban,Gold,38,4.46,Evening,Premium,28,145.13756861567325,2.923076923076923,25,5.183484593416901,False
85,25,Urban,Silver,21,4.03,Morning,Economy,73,323.5576857599395,3.4,60,4.432297065204651,False
31,13,Suburban,Gold,87,4.04,Evening,Economy,11,31.565676162125193,2.3846153846153846,18,2.869606923829563,False
67,6,Rural,Regular,25,4.45,Evening,Premium,31,144.46263762346956,11.166666666666666,61,4.66008508462805,True
77,11,Rural,Silver,70,3.82,Night,Premium,63,252.49304710208096,7.0,66,4.007826144477476,True
32,11,Suburban,Silver,30,3.53,Afternoon,Premium,32,146.51277441611944,2.909090909090909,21,4.5785242005037325,False
71,30,Rural,Regular,60,4.83,Evening,Premium,156,501.801349985356,2.3666666666666667,41,3.2166753204189487,False
65,38,Urban,Regular,13,4.77,Morning,Premium,132,610.7325514755008,1.7105263157894737,27,4.626761753602279,False
64,29,Urban,Silver,66,3.79,Night,Premium,37,194.2623993646843,2.206896551724138,35,5.250335117964441,False
48,38,Urban,Silver,45,4.17,Afternoon,Economy,87,318.2101259853132,1.263157894736842,10,3.6575876550036,False
76,42,Rural,Gold,95,3.93,Morning,Economy,180,512.6251102173163,1.8095238095238095,34,2.847917278985091,False
76,53,Urban,Regular,77,3.67,Afternoon,Premium,179,555.8919187631545,1.4339622641509433,23,3.1055414456042154,False
71,14,Suburban,Silver,8,4.44,Night,Economy,76,242.15886076969633,5.071428571428571,57,3.1863007996012676,True
76,9,Urban,Silver,64,4.16,Evening,Economy,10,41.40499127744981,8.444444444444445,67,4.140499127744981,True
51,14,Rural,Gold,16,3.51,Night,Premium,30,180.88655372559683,3.642857142857143,37,6.029551790853228,False
88,38,Rural,Gold,29,3.73,Evening,Premium,167,537.8971058809161,2.3157894736842106,50,3.2209407537779406,False
60,24,Rural,Gold,5,3.79,Afternoon,Premium,154,556.6629286327259,2.5,36,3.614694341770947,False
73,55,Rural,Regular,55,4.2,Afternoon,Economy,52,158.5563431447304,1.3272727272727274,18,3.049160445090969,False
23,10,Urban,Silver,80,3.88,Afternoon,Economy,22,59.4454065021933,2.3,13,2.7020639319178774,False
74,27,Suburban,Silver,51,3.75,Morning,Premium,111,334.1449975015087,2.740740740740741,47,3.0103152928063848,False
49,6,Suburban,Gold,18,4.41,Night,Premium,148,443.7750198288772,8.166666666666666,43,2.9984798637086296,True
31,8,Rural,Gold,7,3.57,Night,Economy,35,145.24203735141535,3.875,23,4.149772495754724,True
57,46,Rural,Regular,42,4.39,Morning,Economy,56,210.6317666138125,1.2391304347826086,11,3.761281546675223,False
64,19,Suburban,Regular,35,4.02,Afternoon,Economy,39,152.22919256822726,3.3684210526315788,45,3.903312629954545,False
86,76,Suburban,Regular,84,4.99,Night,Economy,149,612.446726848697,1.131578947368421,10,4.1103807171053495,False
54,28,Suburban,Regular,73,3.56,Morning,Premium,51,250.28588237277452,1.9285714285714286,26,4.907566321034794,False
85,37,Rural,Gold,10,3.76,Night,Premium,61,309.08254473187293,2.2972972972972974,48,5.066926962817589,False
58,15,Rural,Regular,14,4.76,Night,Premium,12,94.1609176991503,3.8666666666666667,43,7.846743141595859,True
96,27,Rural,Gold,21,4.37,Night,Premium,57,243.93730652889337,3.5555555555555554,69,4.279601868927954,False
58,31,Suburban,Silver,32,4.87,Evening,Premium,85,331.19305388667465,1.8709677419354838,27,3.896388869254996,False
77,45,Suburban,Silver,88,4.16,Morning,Economy,151,595.2312211886215,1.711111111111111,32,3.9419286171431884,False
93,73,Rural,Regular,78,3.81,Night,Premium,106,465.962681649944,1.273972602739726,20,4.395874355188151,False
44,11,Rural,Regular,56,3.83,Afternoon,Premium,18,104.75201005936664,4.0,33,5.819556114409258,True
20,10,Rural,Regular,54,4.12,Morning,Premium,168,784.0551260339382,2.0,10,4.666994797821061,False
70,40,Suburban,Regular,9,3.77,Evening,Economy,130,382.9299378688001,1.75,30,2.9456149066830775,False
42,12,Rural,Gold,92,4.5,Afternoon,Economy,123,319.2967130915861,3.5,30,2.5959082365169603,False
87,33,Rural,Regular,53,4.15,Evening,Economy,143,640.1373391067773,2.6363636363636362,54,4.476484888858582,False
70,43,Suburban,Gold,47,4.31,Morning,Economy,57,243.49338538510452,1.627906976744186,27,4.271813778686044,False
61,15,Urban,Gold,29,4.49,Afternoon,Economy,32,135.005874109167,4.066666666666666,46,4.218933565911469,True
71,36,Suburban,Silver,69,4.37,Morning,Economy,110,392.9639432866157,1.9722222222222223,35,3.572399484423779,False
81,33,Suburban,Regular,41,4.93,Afternoon,Premium,162,617.2885000560723,2.4545454545454546,48,3.810422839852298,False
87,64,Rural,Silver,69,4.55,Evening,Premium,65,310.7883994951958,1.359375,23,4.7813599922337815,False
85,65,Suburban,Regular,73,4.65,Afternoon,Premium,165,770.0708908209459,1.3076923076923077,20,4.667096308005733,False
91,65,Urban,Regular,40,3.58,Evening,Economy,141,373.50470759834695,1.4,26,2.648969557435085,False
83,57,Rural,Silver,80,4.6,Night,Premium,172,814.4195559447121,1.456140350877193,26,4.73499741828321,False
64,10,Suburban,Gold,75,3.61,Morning,Premium,155,473.34669329802574,6.4,54,3.053849634180811,True
69,22,Rural,Silver,25,4.41,Night,Premium,74,266.76777889406367,3.1363636363636362,47,3.6049699850549146,False
37,12,Rural,Silver,15,3.73,Evening,Economy,142,369.36165888010754,3.0833333333333335,25,2.6011384428176587,False
93,28,Urban,Silver,63,3.9,Evening,Economy,38,111.72394123957052,3.3214285714285716,65,2.9401037168308033,False
66,49,Rural,Gold,42,4.56,Afternoon,Economy,124,429.94835612457183,1.346938775510204,17,3.467325452617515,False
47,36,Rural,Silver,100,4.2,Morning,Economy,103,414.77830030238334,1.3055555555555556,11,4.026973789343527,False
71,30,Rural,Regular,45,4.16,Evening,Premium,53,227.1825700126456,2.3666666666666667,41,4.286463585144257,False
58,19,Urban,Silver,47,3.97,Evening,Economy,77,247.44200182010417,3.0526315789473686,39,3.213532491170184,False
100,18,Suburban,Silver,50,4.89,Morning,Premium,51,213.8232968736634,5.555555555555555,82,4.192613664189478,True
94,28,Urban,Regular,59,4.45,Night,Economy,173,652.5878909594384,3.357142857142857,66,3.7721843408060023,False
49,6,Rural,Silver,23,4.65,Night,Premium,69,289.6463054085282,8.166666666666666,43,4.197772542152582,True
42,7,Rural,Gold,90,3.67,Evening,Economy,32,123.762469326047,6.0,35,3.8675771664389686,True
79,63,Urban,Gold,56,4.66,Evening,Premium,70,292.5906288976858,1.253968253968254,16,4.179866127109797,False
59,5,Rural,Gold,17,4.97,Evening,Premium,143,440.93951077757487,11.8,54,3.0834930823606634,True
